Mulher	prop	mulher
a	prp	a
o	art	o
nosso	pron-det	nosso
hospital	n	hospital
,	punc	,
cerca	adv	cerca
de	prp	de
10	num	10
dias	n	dia
após	prp	após
instalação	n	instalação
de	prp	de
o	art	o
quadro	n	quadro
,	punc	,
apresentava	v-fin	apresentar
em	prp	em
o	art	o
exame	n	exame
neurológico	adj	neurológico
:	punc	:
biparésia	n	biparésia
braquial	adj	braquial
assimétrica	adj	assimétrica
,	punc	,
mais	adv	mais
marcada	v-pcp	marcar
a	prp	a
a	art	o
direita	n	direita
,	punc	,
de	prp	de
predomínio	n	predomínio
distal	adj	distal
;	punc	;
sinais	n	sinal
piramidais	adj	piramidal
de	prp	de
os	art	o
membros	n	membro
superiores	adj	superior
;	punc	;
hipostesia	n	hipostesia
álgica	adj	álgica
de	prp	de
o	art	o
antebraço	n	antebraço
e	conj-c	e
mão	n	mão
esquerdos	adj	esquerdo
e	conj-c	e
de	prp	de
a	art	o
mão	n	mão
direita	adj	direito
,	punc	,
nível	n	nível
de	prp	de
sensibilidade	n	sensibilidade
suspenso	v-pcp	suspender
D5-D8	prp	d5-d8
a	art	o
a	art	o
esquerda	n	esquerda
;	punc	;
sem	prp	sem
alteração	n	alteração
de	prp	de
a	art	o
sensibilidade	n	sensibilidade
profunda	adj	profundo
.	punc	.
RM	prop	rm
medular	v-inf	medular
mostrou	v-fin	mostrar
lesão	n	lesão
intramedular	adj	intramedular
hiperintensa	adj	hiperintensa
em	prp	em
as	art	o
ponderações	n	ponderação
TR	prop	tr
longo	adj	longo
,	punc	,
de	prp	de
C4	prop	c4
a	prp	a
C7	prop	c7
centrada	v-pcp	centrar
em	prp	em
os	art	o
cordões	n	cordão
anteriores	adj	anterior
de	prp	de
a	art	o
medula	n	medula
,	punc	,
sugestiva	adj	sugestivo
de	prp	de
enfarte	n	enfarte
medular	adj	medular
,	punc	,
e	conj-c	e
uma	art	um
lesão	n	lesão
expansiva	adj	expansivo
paravertebral	adj	paravertebral
com	prp	com
maior	adj	grande
expressão	n	expressão
a	prp	a
nível	n	nível
de	prp	de
C6	prop	c6
e	conj-c	e
C7	prop	c7
a	prp	a
a	art	o
direita	n	direita
,	punc	,
centrada	n	centrada
em	prp	em
a	art	o
região	n	região
de	prp	de
a	art	o
lâmina	n	lâmina
(	punc	(
com	prp	com
associada	art	associado
destruição	n	destruição
óssea	adj	óssea
)	punc	)
,	punc	,
associando-	v-ger	associar-
se	pron-pers	se
aumento	n	aumento
de	prp	de
o	art	o
diâmetro	n	diâmetro
de	prp	de
o	art	o
canal	n	canal
vertebral	adj	vertebral
em	prp	em
este	pron-det	este
segmento	n	segmento
e	conj-c	e
alteração	n	alteração
de	prp	de
sinal	n	sinal
de	prp	de
os	art	o
corpos	n	corpo
vertebrais	adj	vertebral
,	punc	,
com	prp	com
componente	n	componente
de	prp	de
partes	n	parte
moles	adj	mole
paravertebral	prp	paravertebral
que	pron-indp	que
se	pron-pers	se
estendia	v-fin	estender
a	prp	a
a	art	o
região	n	região
transversária	adj	transversária
.	punc	.
Identificou	v-fin	identificar
se	pron-pers	se
oclusão	n	oclusão
de	prp	de
a	art	o
artéria	n	artéria
vertebral	adj	vertebral
direita	n	direita
desde	prp	desde
a	art	o
sua	pron-det	seu
origem	n	origem
.	punc	.
A	art	o
angiografia	n	angiografia
medular	adj	medular
mostrou	v-fin	mostrar
blush	adj	blush
vascular	v-inf	vascular
em	prp	em
a	art	o
região	n	região
de	prp	de
o	art	o
tumor	n	tumor
e	conj-c	e
eixo	n	eixo
espinhal	adj	espinhal
anterior	adj	anterior
ténue	n	ténue
,	punc	,
dependente	adv	dependente
de	prp	de
a	art	o
artéria	n	artéria
cervical	adj	cervical
profunda	adj	profundo
direita	n	direita
,	punc	,
não	adv	não
sendo	v-ger	ser
observável	adj	observável
o	art	o
seu	pron-det	seu
preenchimento	n	preenchimento
por	prp	por
a	art	o
artéria	n	artéria
vertebral	adj	vertebral
esquerda	adj	esquerdo
.	punc	.
A	art	o
doente	adj	doente
foi	v-fin	ser
submetida	v-pcp	submeter
a	prp	a
laminectomia	n	laminectomia
C7	prop	c7
e	conj-c	e
remoção	n	remoção
de	prp	de
componente	n	componente
epidural	adj	epidural
lesional	adj	lesional
.	punc	.
O	art	o
exame	n	exame
anatomopatológico	adj	anatomopatológico
revelou	v-fin	revelar
um	art	um
tumor	n	tumor
fibroso	adj	fibroso
solitário	adj	solitário
.	punc	.
