Homem	n	homem
possível	adj	possível
estação	n	estação
de	prp	de
pé	n	pé
,	punc	,
terminando	v-ger	terminar
a	art	o
observação	n	observação
com	prp	com
discreta	adj	discreto
claudicação	n	claudicação
de	prp	de
a	art	o
marcha	n	marcha
(	punc	(
já	adv	já
usava	v-fin	usar
previamente	adv	previamente
auxiliar	v-inf	auxiliar
de	prp	de
marcha	n	marcha
)	punc	)
.	punc	.
Apresentava	v-fin	apresentar
tónus	n	tónu
muscular	adj	muscular
simétrico	adj	simétrico
,	punc	,
reflexos	n	reflexo
osteo-tendinosos	adj	osteo-tendinoso
não	adv	não
patológicos	adj	patológico
,	punc	,
reflexos	adj	reflexo
cutâneo-plantares	n	cutâneo-plantar
flexores	adj	flexor
e	conj-c	e
sem	prp	sem
desequilíbrio	n	desequilíbrio
em	prp	em
a	art	o
marcha	n	marcha
.	punc	.
Dado	v-ger	dar
o	art	o
desgaste	n	desgaste
emocional	adj	emocional
que	pron-indp	que
o	art	o
doente	adj	doente
exprimia	n	exprimia
por	prp	por
ser	v-inf	ser
cuidador	n	cuidador
de	prp	de
a	art	o
mulher	n	mulher
,	punc	,
foi	v-fin	ser
pedido	v-pcp	pedir
apoio	n	apoio
de	prp	de
a	art	o
psiquiatria	n	psiquiatria
,	punc	,
e	conj-c	e
medicado	v-pcp	medicar
com	prp	com
citalopram	v-fin	citar
.	punc	.
Em	prp	em
O	art	o
dia	n	dia
seguinte	adj	seguinte
voltou	v-fin	voltar
a	prp	a
o	art	o
Serviço	n	serviço
de	prp	de
Urgência	n	urgência
.	punc	.
Referia	v-fin	referir
queda	n	queda
em	prp	em
o	art	o
dia	n	dia
anterior	adj	anterior
,	punc	,
após	prp	após
ter	v-inf	ter
tido	v-pcp	ter
alta	n	alta
,	punc	,
e	conj-c	e
que	conj-s	que
a	art	o
o	art	o
acordar	n	acordar
mantinha	v-fin	manter
a	art	o
sensação	n	sensação
de	prp	de
falta	n	falta
de	prp	de
força	n	força
.	punc	.
Em	prp	em
O	art	o
exame	n	exame
neurológico	adj	neurológico
apresentava	v-fin	apresentar
discreta	adj	discreto
queda	n	queda
de	prp	de
o	art	o
membro	n	membro
superior	adj	superior
direito	n	direito
em	prp	em
a	art	o
prova	n	prova
de	prp	de
braços	n	braço
estendidos	v-pcp	estender
sem	prp	sem
efectuar	v-inf	efectuar
pronação	n	pronação
,	punc	,
ausência	n	ausência
de	prp	de
movimento	n	movimento
de	prp	de
o	art	o
membro	n	membro
inferior	adj	inferior
direito	n	direito
(	punc	(
apenas	adv	apenas
contracção	n	contracção
muscular	adj	muscular
)	punc	)
com	prp	com
queda	n	queda
em	prp	em
a	art	o
prova	n	prova
de	prp	de
Mingazinni	prop	mingazinni
e	conj-c	e
Barré	prop	barré
;	punc	;
não	adv	não
foi	v-fin	ser
possível	adj	possível
cumprir	v-inf	cumprir
estação	n	estação
de	prp	de
pé	n	pé
,	punc	,
mesmo	adv	mesmo
com	prp	com
apoio	n	apoio
.	punc	.
Foi	v-fin	ser
internado	v-pcp	internar
para	prp	para
investigação	n	investigação
.	punc	.
Durante	prp	durante
o	art	o
internamento	n	internamento
verificou	v-fin	verificar
se	pron-pers	se
melhoria	n	melhoria
de	prp	de
o	art	o
defeito	n	defeito
motor	adj	motor
,	punc	,
mantendo	v-ger	manter
apenas	adv	apenas
discreta	adj	discreto
redução	n	redução
de	prp	de
a	art	o
força	n	força
muscular	adj	muscular
(	punc	(
grau	n	grau
força	adj	força
muscular	adj	muscular
IV	adj	iv
/	punc	/
V	prop	v
)	punc	)
a	prp	a
partir	v-inf	partir
de	prp	de
o	art	o
4º	adj	4º
dia	n	dia
de	prp	de
internamento	n	internamento
.	punc	.
